DayType,Line,Direction,TimePeriod,Trips,Period_Average_Headway
2,265,N,3_Mid-Day,6,60.0
2,265,N,4_PM_Peak,5,48.0
2,265,N,5_Night,1,300.0
2,265,S,2_AM_Peak,1,180.0
2,265,S,3_Mid-Day,7,51.4
2,265,S,4_PM_Peak,4,60.0
2,265,S,5_Night,2,150.0
2,266,N,2_AM_Peak,5,36.0
2,266,N,3_Mid-Day,8,45.0
2,266,N,4_PM_Peak,6,40.0
2,266,N,5_Night,6,50.0
2,266,S,1_Early_AM,1,360.0
2,266,S,2_AM_Peak,5,36.0
2,266,S,3_Mid-Day,8,45.0
2,266,S,4_PM_Peak,5,48.0
2,266,S,5_Night,6,50.0
2,267,N,2_AM_Peak,5,36.0
2,267,N,3_Mid-Day,12,30.0
2,267,N,4_PM_Peak,8,30.0
2,267,N,5_Night,2,150.0
2,267,S,1_Early_AM,1,360.0
2,267,S,2_AM_Peak,5,36.0
2,267,S,3_Mid-Day,12,30.0
2,267,S,4_PM_Peak,8,30.0
2,267,S,5_Night,2,150.0
2,268,N,2_AM_Peak,2,90.0
2,268,N,3_Mid-Day,7,51.4
2,268,N,4_PM_Peak,5,48.0
2,268,N,5_Night,2,150.0
2,268,S,2_AM_Peak,3,60.0
2,268,S,3_Mid-Day,7,51.4
2,268,S,4_PM_Peak,5,48.0
2,268,S,5_Night,2,150.0
2,270,N,2_AM_Peak,4,45.0
2,270,N,3_Mid-Day,6,60.0
2,270,N,4_PM_Peak,4,60.0
2,270,N,5_Night,1,300.0
2,270,S,2_AM_Peak,3,60.0
2,270,S,3_Mid-Day,6,60.0
2,270,S,4_PM_Peak,4,60.0
2,270,S,5_Night,1,300.0
2,292,N,1_Early_AM,2,180.0
2,292,N,2_AM_Peak,5,36.0
2,292,N,3_Mid-Day,9,40.0
2,292,N,4_PM_Peak,6,40.0
2,292,N,5_Night,3,100.0
2,292,S,1_Early_AM,5,72.0
2,292,S,2_AM_Peak,4,45.0
2,292,S,3_Mid-Day,9,40.0
2,292,S,4_PM_Peak,6,40.0
2,292,S,5_Night,3,100.0
2,344,N,2_AM_Peak,4,45.0
2,344,N,3_Mid-Day,9,40.0
2,344,N,4_PM_Peak,6,40.0
2,344,N,5_Night,3,100.0
2,344,S,2_AM_Peak,5,36.0
2,344,S,3_Mid-Day,9,40.0
2,344,S,4_PM_Peak,6,40.0
2,344,S,5_Night,2,150.0
2,450,N,1_Early_AM,1,360.0
2,450,N,2_AM_Peak,4,45.0
2,450,N,3_Mid-Day,9,40.0
2,450,N,4_PM_Peak,6,40.0
2,450,N,5_Night,1,300.0
2,450,S,2_AM_Peak,4,45.0
2,450,S,3_Mid-Day,9,40.0
2,450,S,4_PM_Peak,6,40.0
2,450,S,5_Night,3,100.0
2,460,E,1_Early_AM,2,180.0
2,460,E,2_AM_Peak,7,25.7
2,460,E,3_Mid-Day,14,25.7
2,460,E,4_PM_Peak,9,26.7
2,460,E,5_Night,7,42.9
2,460,W,1_Early_AM,3,120.0
2,460,W,2_AM_Peak,5,36.0
2,460,W,3_Mid-Day,13,27.7
2,460,W,4_PM_Peak,8,30.0
2,460,W,5_Night,9,33.3
2,487,E,2_AM_Peak,3,60.0
2,487,E,3_Mid-Day,7,51.4
2,487,E,4_PM_Peak,4,60.0
2,487,E,5_Night,4,75.0
2,487,W,2_AM_Peak,3,60.0
2,487,W,3_Mid-Day,6,60.0
2,487,W,4_PM_Peak,5,48.0
2,487,W,5_Night,1,300.0
2,534,E,2_AM_Peak,4,45.0
2,534,E,3_Mid-Day,12,30.0
2,534,E,4_PM_Peak,7,34.3
2,534,E,5_Night,4,75.0
2,534,W,1_Early_AM,1,360.0
2,534,W,2_AM_Peak,9,20.0
2,534,W,3_Mid-Day,13,27.7
2,534,W,4_PM_Peak,6,40.0
2,534,W,5_Night,2,150.0
2,550,N,2_AM_Peak,3,60.0
2,550,N,3_Mid-Day,6,60.0
2,550,N,4_PM_Peak,4,60.0
2,550,N,5_Night,4,75.0
2,550,S,2_AM_Peak,2,90.0
2,550,S,3_Mid-Day,6,60.0
2,550,S,4_PM_Peak,4,60.0
2,550,S,5_Night,5,60.0
2,603,N,2_AM_Peak,10,18.0
2,603,N,3_Mid-Day,22,16.4
2,603,N,4_PM_Peak,15,16.0
2,603,N,5_Night,9,33.3
2,603,S,2_AM_Peak,7,25.7
2,603,S,3_Mid-Day,20,18.0
2,603,S,4_PM_Peak,16,15.0
2,603,S,5_Night,11,27.3
2,605,N,2_AM_Peak,6,30.0
2,605,N,3_Mid-Day,11,32.7
2,605,N,4_PM_Peak,7,34.3
2,605,N,5_Night,1,300.0
2,605,S,2_AM_Peak,6,30.0
2,605,S,3_Mid-Day,11,32.7
2,605,S,4_PM_Peak,7,34.3
2,605,S,5_Night,1,300.0
2,611,C,1_Early_AM,2,180.0
2,611,C,2_AM_Peak,3,60.0
2,611,C,3_Mid-Day,5,72.0
2,611,C,4_PM_Peak,4,60.0
2,611,C,5_Night,4,75.0
2,611,CC,1_Early_AM,1,360.0
2,611,CC,2_AM_Peak,3,60.0
2,611,CC,3_Mid-Day,6,60.0
2,611,CC,4_PM_Peak,4,60.0
2,611,CC,5_Night,4,75.0
2,612,C,1_Early_AM,1,360.0
2,612,C,2_AM_Peak,3,60.0
2,612,C,3_Mid-Day,6,60.0
2,612,C,4_PM_Peak,4,60.0
2,612,C,5_Night,5,60.0
2,612,CC,1_Early_AM,1,360.0
2,612,CC,2_AM_Peak,3,60.0
2,612,CC,3_Mid-Day,6,60.0
2,612,CC,4_PM_Peak,4,60.0
2,612,CC,5_Night,5,60.0
2,665,E,2_AM_Peak,3,60.0
2,665,E,3_Mid-Day,6,60.0
2,665,E,4_PM_Peak,4,60.0
2,665,E,5_Night,1,300.0
2,665,W,2_AM_Peak,3,60.0
2,665,W,3_Mid-Day,6,60.0
2,665,W,4_PM_Peak,4,60.0
2,665,W,5_Night,1,300.0
2,687,N,2_AM_Peak,6,30.0
2,687,N,3_Mid-Day,18,20.0
2,687,N,4_PM_Peak,11,21.8
2,687,N,5_Night,8,37.5
2,687,S,2_AM_Peak,7,25.7
2,687,S,3_Mid-Day,18,20.0
2,687,S,4_PM_Peak,11,21.8
2,687,S,5_Night,7,42.9
2,704,E,2_AM_Peak,6,30.0
2,704,E,3_Mid-Day,16,22.5
2,704,E,4_PM_Peak,13,18.5
2,704,E,5_Night,3,100.0
2,704,W,2_AM_Peak,7,25.7
2,704,W,3_Mid-Day,18,20.0
2,704,W,4_PM_Peak,11,21.8
2,704,W,5_Night,3,100.0
2,710,N,2_AM_Peak,7,25.7
2,710,N,3_Mid-Day,18,20.0
2,710,N,4_PM_Peak,12,20.0
2,710,N,5_Night,3,100.0
2,710,S,2_AM_Peak,8,22.5
2,710,S,3_Mid-Day,17,21.2
2,710,S,4_PM_Peak,12,20.0
2,710,S,5_Night,4,75.0
2,720,E,1_Early_AM,8,45.0
2,720,E,2_AM_Peak,11,16.4
2,720,E,3_Mid-Day,35,10.3
2,720,E,4_PM_Peak,34,7.1
2,720,E,5_Night,26,11.5
2,720,W,1_Early_AM,7,51.4
2,720,W,2_AM_Peak,31,5.8
2,720,W,3_Mid-Day,46,7.8
2,720,W,4_PM_Peak,25,9.6
2,720,W,5_Night,20,15.0
2,733,E,1_Early_AM,1,360.0
2,733,E,2_AM_Peak,9,20.0
2,733,E,3_Mid-Day,21,17.1
2,733,E,4_PM_Peak,19,12.6
2,733,E,5_Night,13,23.1
2,733,W,1_Early_AM,2,180.0
2,733,W,2_AM_Peak,11,16.4
2,733,W,3_Mid-Day,23,15.7
2,733,W,4_PM_Peak,13,18.5
2,733,W,5_Night,10,30.0
2,740,N,1_Early_AM,1,360.0
2,740,N,2_AM_Peak,9,20.0
2,740,N,3_Mid-Day,13,27.7
2,740,N,4_PM_Peak,12,20.0
2,740,N,5_Night,4,75.0
2,740,S,2_AM_Peak,8,22.5
2,740,S,3_Mid-Day,12,30.0
2,740,S,4_PM_Peak,12,20.0
2,740,S,5_Night,5,60.0
2,745,N,1_Early_AM,1,360.0
2,745,N,2_AM_Peak,14,12.9
2,745,N,3_Mid-Day,19,18.9
2,745,N,4_PM_Peak,13,18.5
2,745,N,5_Night,2,150.0
2,745,S,1_Early_AM,1,360.0
2,745,S,2_AM_Peak,9,20.0
2,745,S,3_Mid-Day,20,18.0
2,745,S,4_PM_Peak,13,18.5
2,745,S,5_Night,3,100.0
2,754,N,2_AM_Peak,12,15.0
2,754,N,3_Mid-Day,28,12.9
2,754,N,4_PM_Peak,17,14.1
2,754,N,5_Night,6,50.0
2,754,S,2_AM_Peak,10,18.0
2,754,S,3_Mid-Day,28,12.9
2,754,S,4_PM_Peak,19,12.6
2,754,S,5_Night,6,50.0
2,760,N,1_Early_AM,2,180.0
2,760,N,2_AM_Peak,9,20.0
2,760,N,3_Mid-Day,15,24.0
2,760,N,4_PM_Peak,9,26.7
2,760,N,5_Night,3,100.0
2,760,S,1_Early_AM,2,180.0
2,760,S,2_AM_Peak,7,25.7
2,760,S,3_Mid-Day,14,25.7
2,760,S,4_PM_Peak,10,24.0
2,760,S,5_Night,3,100.0
2,761,N,2_AM_Peak,5,36.0
2,761,N,3_Mid-Day,12,30.0
2,761,N,4_PM_Peak,8,30.0
2,761,N,5_Night,6,50.0
2,761,S,1_Early_AM,1,360.0
2,761,S,2_AM_Peak,6,30.0
2,761,S,3_Mid-Day,12,30.0
2,761,S,4_PM_Peak,8,30.0
2,761,S,5_Night,2,150.0
2,770,E,2_AM_Peak,4,45.0
2,770,E,3_Mid-Day,18,20.0
2,770,E,4_PM_Peak,12,20.0
2,770,W,2_AM_Peak,6,30.0
2,770,W,3_Mid-Day,18,20.0
2,770,W,4_PM_Peak,13,18.5
2,901,E,1_Early_AM,16,22.5
2,901,E,2_AM_Peak,16,11.3
2,901,E,3_Mid-Day,36,10.0
2,901,E,4_PM_Peak,23,10.4
2,901,E,5_Night,19,15.8
2,901,W,1_Early_AM,16,22.5
2,901,W,2_AM_Peak,14,12.9
2,901,W,3_Mid-Day,36,10.0
2,901,W,4_PM_Peak,24,10.0
2,901,W,5_Night,20,15.0
2,910,N,1_Early_AM,4,90.0
2,910,N,2_AM_Peak,7,25.7
2,910,N,3_Mid-Day,18,20.0
2,910,N,4_PM_Peak,12,20.0
2,910,N,5_Night,8,37.5
2,910,S,1_Early_AM,6,60.0
2,910,S,2_AM_Peak,7,25.7
2,910,S,3_Mid-Day,17,21.2
2,910,S,4_PM_Peak,13,18.5
2,910,S,5_Night,7,42.9
3,2,E,1_Early_AM,6,60.0
3,2,E,2_AM_Peak,7,25.7
3,2,E,3_Mid-Day,21,17.1
3,2,E,4_PM_Peak,12,20.0
3,2,E,5_Night,16,18.8
3,2,W,1_Early_AM,8,45.0
3,2,W,2_AM_Peak,9,20.0
3,2,W,3_Mid-Day,21,17.1
3,2,W,4_PM_Peak,14,17.1
3,2,W,5_Night,14,21.4
3,4,E,1_Early_AM,18,20.0
3,4,E,2_AM_Peak,8,22.5
3,4,E,3_Mid-Day,22,16.4
3,4,E,4_PM_Peak,17,14.1
3,4,E,5_Night,25,12.0
3,4,W,1_Early_AM,15,24.0
3,4,W,2_AM_Peak,9,20.0
3,4,W,3_Mid-Day,21,17.1
3,4,W,4_PM_Peak,15,16.0
3,4,W,5_Night,20,15.0
3,10,E,1_Early_AM,6,60.0
3,10,E,2_AM_Peak,7,25.7
3,10,E,3_Mid-Day,18,20.0
3,10,E,4_PM_Peak,9,26.7
3,10,E,5_Night,7,42.9
3,10,W,1_Early_AM,7,51.4
3,10,W,2_AM_Peak,5,36.0
3,10,W,3_Mid-Day,18,20.0
3,10,W,4_PM_Peak,11,21.8
3,10,W,5_Night,6,50.0
3,14,N,1_Early_AM,6,60.0
3,14,N,2_AM_Peak,8,22.5
3,14,N,3_Mid-Day,19,18.9
3,14,N,4_PM_Peak,12,20.0
3,14,N,5_Night,6,50.0
3,14,S,1_Early_AM,7,51.4
3,14,S,2_AM_Peak,6,30.0
3,14,S,3_Mid-Day,19,18.9
3,14,S,4_PM_Peak,13,18.5
3,14,S,5_Night,7,42.9
3,16,E,1_Early_AM,5,72.0
3,16,E,2_AM_Peak,9,20.0
3,16,E,3_Mid-Day,32,11.3
3,16,E,4_PM_Peak,31,7.7
3,16,E,5_Night,21,14.3
3,16,W,1_Early_AM,5,72.0
3,16,W,2_AM_Peak,14,12.9
3,16,W,3_Mid-Day,43,8.4
3,16,W,4_PM_Peak,26,9.2
3,16,W,5_Night,11,27.3
3,18,E,1_Early_AM,8,45.0
3,18,E,2_AM_Peak,11,16.4
3,18,E,3_Mid-Day,28,12.9
3,18,E,4_PM_Peak,20,12.0
3,18,E,5_Night,12,25.0
3,18,W,1_Early_AM,8,45.0
3,18,W,2_AM_Peak,9,20.0
3,18,W,3_Mid-Day,29,12.4
3,18,W,4_PM_Peak,18,13.3
3,18,W,5_Night,13,23.1
3,20,E,1_Early_AM,12,30.0
3,20,E,2_AM_Peak,8,22.5
3,20,E,3_Mid-Day,18,20.0
3,20,E,4_PM_Peak,12,20.0
3,20,E,5_Night,12,25.0
3,20,W,1_Early_AM,12,30.0
3,20,W,2_AM_Peak,8,22.5
3,20,W,3_Mid-Day,18,20.0
3,20,W,4_PM_Peak,12,20.0
3,20,W,5_Night,12,25.0
3,28,E,1_Early_AM,9,40.0
3,28,E,2_AM_Peak,9,20.0
3,28,E,3_Mid-Day,23,15.7
3,28,E,4_PM_Peak,16,15.0
3,28,E,5_Night,12,25.0
3,28,W,1_Early_AM,9,40.0
3,28,W,2_AM_Peak,11,16.4
3,28,W,3_Mid-Day,23,15.7
3,28,W,4_PM_Peak,16,15.0
3,28,W,5_Night,10,30.0
3,30,E,1_Early_AM,8,45.0
3,30,E,2_AM_Peak,13,13.8
3,30,E,3_Mid-Day,36,10.0
3,30,E,4_PM_Peak,18,13.3
3,30,E,5_Night,11,27.3
3,30,W,1_Early_AM,7,51.4
3,30,W,2_AM_Peak,8,22.5
3,30,W,3_Mid-Day,32,11.3
3,30,W,4_PM_Peak,22,10.9
3,30,W,5_Night,13,23.1
3,33,E,1_Early_AM,10,36.0
3,33,E,2_AM_Peak,6,30.0
3,33,E,3_Mid-Day,16,22.5
3,33,E,4_PM_Peak,12,20.0
3,33,E,5_Night,13,23.1
3,33,W,1_Early_AM,7,51.4
3,33,W,2_AM_Peak,6,30.0
3,33,W,3_Mid-Day,17,21.2
3,33,W,4_PM_Peak,11,21.8
3,33,W,5_Night,10,30.0
3,35,E,1_Early_AM,7,51.4
3,35,E,2_AM_Peak,7,25.7
3,35,E,3_Mid-Day,18,20.0
3,35,E,4_PM_Peak,12,20.0
3,35,E,5_Night,16,18.8
3,35,W,1_Early_AM,3,120.0
3,35,W,2_AM_Peak,5,36.0
3,35,W,3_Mid-Day,18,20.0
3,35,W,4_PM_Peak,12,20.0
3,35,W,5_Night,16,18.8
3,40,N,1_Early_AM,9,40.0
3,40,N,2_AM_Peak,11,16.4
3,40,N,3_Mid-Day,24,15.0
3,40,N,4_PM_Peak,16,15.0
3,40,N,5_Night,12,25.0
3,40,S,1_Early_AM,9,40.0
3,40,S,2_AM_Peak,11,16.4
3,40,S,3_Mid-Day,24,15.0
3,40,S,4_PM_Peak,16,15.0
3,40,S,5_Night,13,23.1
3,45,N,1_Early_AM,6,60.0
3,45,N,2_AM_Peak,9,20.0
3,45,N,3_Mid-Day,29,12.4
3,45,N,4_PM_Peak,12,20.0
3,45,N,5_Night,8,37.5
3,45,S,1_Early_AM,6,60.0
3,45,S,2_AM_Peak,6,30.0
3,45,S,3_Mid-Day,24,15.0
3,45,S,4_PM_Peak,20,12.0
3,45,S,5_Night,10,30.0
3,51,N,1_Early_AM,7,51.4
3,51,N,2_AM_Peak,13,13.8
3,51,N,3_Mid-Day,33,10.9
3,51,N,4_PM_Peak,23,10.4
3,51,N,5_Night,10,30.0
3,51,S,1_Early_AM,7,51.4
3,51,S,2_AM_Peak,11,16.4
3,51,S,3_Mid-Day,32,11.3
3,51,S,4_PM_Peak,23,10.4
3,51,S,5_Night,11,27.3
3,53,N,1_Early_AM,2,180.0
3,53,N,2_AM_Peak,7,25.7
3,53,N,3_Mid-Day,18,20.0
3,53,N,4_PM_Peak,9,26.7
3,53,N,5_Night,7,42.9
3,53,S,1_Early_AM,2,180.0
3,53,S,2_AM_Peak,4,45.0
3,53,S,3_Mid-Day,16,22.5
3,53,S,4_PM_Peak,12,20.0
3,53,S,5_Night,9,33.3
3,55,N,1_Early_AM,11,32.7
3,55,N,2_AM_Peak,7,25.7
3,55,N,3_Mid-Day,15,24.0
3,55,N,4_PM_Peak,9,26.7
3,55,N,5_Night,8,37.5
3,55,S,1_Early_AM,11,32.7
3,55,S,2_AM_Peak,4,45.0
3,55,S,3_Mid-Day,16,22.5
3,55,S,4_PM_Peak,10,24.0
3,55,S,5_Night,8,37.5
3,60,N,1_Early_AM,8,45.0
3,60,N,2_AM_Peak,9,20.0
3,60,N,3_Mid-Day,31,11.6
3,60,N,4_PM_Peak,16,15.0
3,60,N,5_Night,9,33.3
3,60,S,1_Early_AM,7,51.4
3,60,S,2_AM_Peak,6,30.0
3,60,S,3_Mid-Day,27,13.3
3,60,S,4_PM_Peak,20,12.0
3,60,S,5_Night,12,25.0
3,62,E,1_Early_AM,1,360.0
3,62,E,2_AM_Peak,3,60.0
3,62,E,3_Mid-Day,7,51.4
3,62,E,4_PM_Peak,4,60.0
3,62,E,5_Night,4,75.0
3,62,W,1_Early_AM,1,360.0
3,62,W,2_AM_Peak,4,45.0
3,62,W,3_Mid-Day,6,60.0
3,62,W,4_PM_Peak,5,48.0
3,62,W,5_Night,6,50.0
3,66,E,1_Early_AM,3,120.0
3,66,E,2_AM_Peak,7,25.7
3,66,E,3_Mid-Day,18,20.0
3,66,E,4_PM_Peak,10,24.0
3,66,E,5_Night,7,42.9
3,66,W,1_Early_AM,2,180.0
3,66,W,2_AM_Peak,5,36.0
3,66,W,3_Mid-Day,17,21.2
3,66,W,4_PM_Peak,12,20.0
3,66,W,5_Night,7,42.9
3,68,E,1_Early_AM,3,120.0
3,68,E,2_AM_Peak,6,30.0
3,68,E,3_Mid-Day,19,18.9
3,68,E,4_PM_Peak,15,16.0
3,68,E,5_Night,9,33.3
3,68,W,1_Early_AM,2,180.0
3,68,W,2_AM_Peak,8,22.5
3,68,W,3_Mid-Day,19,18.9
3,68,W,4_PM_Peak,12,20.0
3,68,W,5_Night,8,37.5
3,70,E,1_Early_AM,6,60.0
3,70,E,2_AM_Peak,10,18.0
3,70,E,3_Mid-Day,24,15.0
3,70,E,4_PM_Peak,18,13.3
3,70,E,5_Night,10,30.0
3,70,W,1_Early_AM,6,60.0
3,70,W,2_AM_Peak,10,18.0
3,70,W,3_Mid-Day,25,14.4
3,70,W,4_PM_Peak,15,16.0
3,70,W,5_Night,8,37.5
3,71,E,1_Early_AM,1,360.0
3,71,E,2_AM_Peak,3,60.0
3,71,E,3_Mid-Day,6,60.0
3,71,E,4_PM_Peak,4,60.0
3,71,E,5_Night,2,150.0
3,71,W,2_AM_Peak,3,60.0
3,71,W,3_Mid-Day,6,60.0
3,71,W,4_PM_Peak,4,60.0
3,71,W,5_Night,2,150.0
3,76,E,1_Early_AM,6,60.0
3,76,E,2_AM_Peak,4,45.0
3,76,E,3_Mid-Day,18,20.0
3,76,E,4_PM_Peak,14,17.1
3,76,E,5_Night,8,37.5
3,76,W,1_Early_AM,6,60.0
3,76,W,2_AM_Peak,7,25.7
3,76,W,3_Mid-Day,18,20.0
3,76,W,4_PM_Peak,11,21.8
3,76,W,5_Night,7,42.9
3,78,E,1_Early_AM,3,120.0
3,78,E,2_AM_Peak,6,30.0
3,78,E,3_Mid-Day,22,16.4
3,78,E,4_PM_Peak,15,16.0
3,78,E,5_Night,12,25.0
3,78,W,1_Early_AM,3,120.0
3,78,W,2_AM_Peak,8,22.5
3,78,W,3_Mid-Day,22,16.4
3,78,W,4_PM_Peak,16,15.0
3,78,W,5_Night,11,27.3
3,81,N,1_Early_AM,3,120.0
3,81,N,2_AM_Peak,7,25.7
3,81,N,3_Mid-Day,18,20.0
3,81,N,4_PM_Peak,12,20.0
3,81,N,5_Night,8,37.5
3,81,S,1_Early_AM,3,120.0
3,81,S,2_AM_Peak,7,25.7
3,81,S,3_Mid-Day,18,20.0
3,81,S,4_PM_Peak,11,21.8
3,81,S,5_Night,8,37.5
3,83,N,1_Early_AM,6,60.0
3,83,N,2_AM_Peak,4,45.0
3,83,N,3_Mid-Day,9,40.0
3,83,N,4_PM_Peak,7,34.3
3,83,N,5_Night,6,50.0
3,83,S,1_Early_AM,7,51.4
3,83,S,2_AM_Peak,5,36.0
3,83,S,3_Mid-Day,10,36.0
3,83,S,4_PM_Peak,6,40.0
3,83,S,5_Night,6,50.0
3,90,N,1_Early_AM,1,360.0
3,90,N,2_AM_Peak,4,45.0
3,90,N,3_Mid-Day,11,32.7
3,90,N,4_PM_Peak,7,34.3
3,90,N,5_Night,4,75.0
3,90,S,1_Early_AM,1,360.0
3,90,S,2_AM_Peak,3,60.0
3,90,S,3_Mid-Day,11,32.7
3,90,S,4_PM_Peak,7,34.3
3,90,S,5_Night,5,60.0
3,92,N,1_Early_AM,6,60.0
3,92,N,2_AM_Peak,5,36.0
3,92,N,3_Mid-Day,8,45.0
3,92,N,4_PM_Peak,6,40.0
3,92,N,5_Night,6,50.0
3,92,S,1_Early_AM,6,60.0
3,92,S,2_AM_Peak,4,45.0
3,92,S,3_Mid-Day,9,40.0
3,92,S,4_PM_Peak,6,40.0
3,92,S,5_Night,5,60.0
3,94,N,1_Early_AM,1,360.0
3,94,N,2_AM_Peak,7,25.7
3,94,N,3_Mid-Day,17,21.2
3,94,N,4_PM_Peak,11,21.8
3,94,N,5_Night,8,37.5
3,94,S,1_Early_AM,3,120.0
3,94,S,2_AM_Peak,6,30.0
3,94,S,3_Mid-Day,17,21.2
3,94,S,4_PM_Peak,11,21.8
3,94,S,5_Night,6,50.0
3,96,N,2_AM_Peak,2,90.0
3,96,N,3_Mid-Day,6,60.0
3,96,N,4_PM_Peak,4,60.0
3,96,N,5_Night,1,300.0
3,96,S,2_AM_Peak,3,60.0
3,96,S,3_Mid-Day,6,60.0
3,96,S,4_PM_Peak,4,60.0
3,96,S,5_Night,1,300.0
3,102,E,1_Early_AM,2,180.0
3,102,E,2_AM_Peak,5,36.0
3,102,E,3_Mid-Day,7,51.4
3,102,E,4_PM_Peak,7,34.3
3,102,E,5_Night,5,60.0
3,102,W,1_Early_AM,1,360.0
3,102,W,2_AM_Peak,5,36.0
3,102,W,3_Mid-Day,7,51.4
3,102,W,4_PM_Peak,8,30.0
3,102,W,5_Night,6,50.0
3,105,N,1_Early_AM,6,60.0
3,105,N,2_AM_Peak,6,30.0
3,105,N,3_Mid-Day,21,17.1
3,105,N,4_PM_Peak,13,18.5
3,105,N,5_Night,7,42.9
3,105,S,1_Early_AM,5,72.0
3,105,S,2_AM_Peak,7,25.7
3,105,S,3_Mid-Day,21,17.1
3,105,S,4_PM_Peak,14,17.1
3,105,S,5_Night,8,37.5
3,108,E,1_Early_AM,1,360.0
3,108,E,2_AM_Peak,5,36.0
3,108,E,3_Mid-Day,16,22.5
3,108,E,4_PM_Peak,12,20.0
3,108,E,5_Night,6,50.0
3,108,W,1_Early_AM,1,360.0
3,108,W,2_AM_Peak,6,30.0
3,108,W,3_Mid-Day,18,20.0
3,108,W,4_PM_Peak,11,21.8
3,108,W,5_Night,4,75.0
3,110,E,1_Early_AM,1,360.0
3,110,E,2_AM_Peak,5,36.0
3,110,E,3_Mid-Day,11,32.7
3,110,E,4_PM_Peak,8,30.0
3,110,E,5_Night,5,60.0
3,110,W,2_AM_Peak,3,60.0
3,110,W,3_Mid-Day,11,32.7
3,110,W,4_PM_Peak,7,34.3
3,110,W,5_Night,6,50.0
3,111,E,1_Early_AM,7,51.4
3,111,E,2_AM_Peak,8,22.5
3,111,E,3_Mid-Day,30,12.0
3,111,E,4_PM_Peak,16,15.0
3,111,E,5_Night,10,30.0
3,111,W,1_Early_AM,9,40.0
3,111,W,2_AM_Peak,9,20.0
3,111,W,3_Mid-Day,30,12.0
3,111,W,4_PM_Peak,17,14.1
3,111,W,5_Night,11,27.3
3,115,E,2_AM_Peak,6,30.0
3,115,E,3_Mid-Day,16,22.5
3,115,E,4_PM_Peak,11,21.8
3,115,E,5_Night,8,37.5
3,115,W,1_Early_AM,1,360.0
3,115,W,2_AM_Peak,5,36.0
3,115,W,3_Mid-Day,17,21.2
3,115,W,4_PM_Peak,11,21.8
3,115,W,5_Night,7,42.9
3,117,E,1_Early_AM,3,120.0
3,117,E,2_AM_Peak,5,36.0
3,117,E,3_Mid-Day,13,27.7
3,117,E,4_PM_Peak,8,30.0
3,117,E,5_Night,7,42.9
3,117,W,1_Early_AM,5,72.0
3,117,W,2_AM_Peak,6,30.0
3,117,W,3_Mid-Day,14,25.7
3,117,W,4_PM_Peak,8,30.0
3,117,W,5_Night,5,60.0
3,120,E,1_Early_AM,1,360.0
3,120,E,2_AM_Peak,3,60.0
3,120,E,3_Mid-Day,6,60.0
3,120,E,4_PM_Peak,4,60.0
3,120,E,5_Night,6,50.0
3,120,W,1_Early_AM,1,360.0
3,120,W,2_AM_Peak,3,60.0
3,120,W,3_Mid-Day,6,60.0
3,120,W,4_PM_Peak,4,60.0
3,120,W,5_Night,4,75.0
3,125,E,2_AM_Peak,3,60.0
3,125,E,3_Mid-Day,11,32.7
3,125,E,4_PM_Peak,5,48.0
3,125,E,5_Night,2,150.0
3,125,W,2_AM_Peak,2,90.0
3,125,W,3_Mid-Day,10,36.0
3,125,W,4_PM_Peak,6,40.0
3,125,W,5_Night,2,150.0
3,130,E,2_AM_Peak,3,60.0
3,130,E,3_Mid-Day,6,60.0
3,130,E,4_PM_Peak,4,60.0
3,130,E,5_Night,2,150.0
3,130,W,2_AM_Peak,2,90.0
3,130,W,3_Mid-Day,6,60.0
3,130,W,4_PM_Peak,4,60.0
3,130,W,5_Night,3,100.0
3,150,E,1_Early_AM,9,40.0
3,150,E,2_AM_Peak,10,18.0
3,150,E,3_Mid-Day,21,17.1
3,150,E,4_PM_Peak,13,18.5
3,150,E,5_Night,15,20.0
3,150,W,1_Early_AM,9,40.0
3,150,W,2_AM_Peak,11,16.4
3,150,W,3_Mid-Day,20,18.0
3,150,W,4_PM_Peak,14,17.1
3,150,W,5_Night,15,20.0
3,152,E,2_AM_Peak,4,45.0
3,152,E,3_Mid-Day,12,30.0
3,152,E,4_PM_Peak,7,34.3
3,152,E,5_Night,5,60.0
3,152,W,2_AM_Peak,5,36.0
3,152,W,3_Mid-Day,11,32.7
3,152,W,4_PM_Peak,8,30.0
3,152,W,5_Night,7,42.9
3,155,E,1_Early_AM,1,360.0
3,155,E,2_AM_Peak,3,60.0
3,155,E,3_Mid-Day,6,60.0
3,155,E,4_PM_Peak,4,60.0
3,155,W,2_AM_Peak,1,180.0
3,155,W,3_Mid-Day,6,60.0
3,155,W,4_PM_Peak,4,60.0
3,155,W,5_Night,2,150.0
3,156,N,1_Early_AM,6,60.0
3,156,N,2_AM_Peak,4,45.0
3,156,N,3_Mid-Day,8,45.0
3,156,N,4_PM_Peak,4,60.0
3,156,N,5_Night,5,60.0
3,156,S,1_Early_AM,6,60.0
3,156,S,2_AM_Peak,4,45.0
3,156,S,3_Mid-Day,7,51.4
3,156,S,4_PM_Peak,5,48.0
3,156,S,5_Night,5,60.0
3,158,E,2_AM_Peak,1,180.0
3,158,E,3_Mid-Day,7,51.4
3,158,E,4_PM_Peak,4,60.0
3,158,E,5_Night,2,150.0
3,158,W,2_AM_Peak,2,90.0
3,158,W,3_Mid-Day,7,51.4
3,158,W,4_PM_Peak,5,48.0
